task No.,task_name,earliest_time,latest_time
1344,ods.customermdm_c_xr_prty_rle_trtry_rel,260,1439
1345,ods.customermdm_c_xr_trtry_pstn_emp_rel,503,1439
1346,ods.customermdm_c_xt_classif_cd,97,1439
1347,ods.d365b2b_fundingrequest,9,1439
1348,ods.d365b2b_fundingrequestitem,61,1439
1349,ods.d365b2b_opportunities,790,1439
1350,ods.d365ltop_account,2,1439
1351,ods.d365ltop_contact,4,1439
1352,ods.d365ltop_lvo_businessgroup,799,1439
1353,ods.d365ltop_lvo_businessunit,569,1439
1354,ods.d365ltop_lvo_opportunityproduct,495,1439
1355,ods.d365ltop_lvo_opptorderplan,225,1439
1356,ods.d365ltop_lvo_orderplandetail,444,1439
1357,ods.d365ltop_lvo_productweighedfactor,527,1439
1358,ods.d365ltop_lvo_solutionscenario,644,1439
1359,ods.d365ltop_opportunity,643,1439
1360,ods.d365ltop_optionset,256,1439
1361,ods.d365ltop_product,675,1439
1362,ods.d365ltop_systemuser,731,1439
1363,ods.d365polaris_Account,30,1439
1364,ods.d365polaris_Product,696,1439
1365,ods.d365polaris_incident,327,1439
1366,ods.d365polaris_lvdcg_country,302,1439
1367,ods.d365polaris_lvdcg_salesarea,435,1439
1368,ods.d365polaris_lvidg_iriscategory,523,1439
1369,ods.d365polaris_lvidg_partnerfunctions,193,1439
1370,ods.d365polaris_lvidg_pdcodedetermination,498,1439
1371,ods.d365polaris_lvidg_pdcodelist,485,1439
1372,ods.d365polaris_lvidg_quote,678,1439
1373,ods.d365polaris_msdyn_customerasset,525,1439
1374,ods.d365polaris_msdyn_workorder,797,1439
1375,ods.d365polaris_msdyn_workorderproduct,709,1439
1376,ods.d365polaris_msdyn_workorderservice,255,1439
1377,ods.d365polaris_plrsprc_pricingdocument,520,1439
1378,ods.d365salesprc_account,608,1439
1379,ods.d365salesprc_businessunit,656,1439
1380,ods.d365salesprc_contact,5,1439
1381,ods.d365salesprc_lvo_businessgroup,215,1439
1382,ods.d365salesprc_lvo_city,6,1439
1383,ods.d365salesprc_lvo_industry,237,1439
1384,ods.d365salesprc_lvo_legalentity,287,1439
1385,ods.d365salesprc_lvo_ltopindustry,226,1439
1386,ods.d365salesprc_lvo_opportunityproduct,766,1439
1387,ods.d365salesprc_lvo_opportunityresource,792,1439
1388,ods.d365salesprc_lvo_vertical,413,1439
1389,ods.d365salesprc_opportunity,699,1439
1390,ods.d365salesprc_optionset,142,1439
1391,ods.d365salesprc_product,162,1439
1392,ods.d365salesprc_province,524,1439
1393,ods.d365salesprc_stringmap,112,1439
1394,ods.d365salesprc_systemuser,400,1439
1395,ods.d365salesprc_territory,480,1439
1396,ods.d365salesrow_lvo_group,125,1439
1397,ods.ecc_a549,496,1439
1398,ods.ecc_a921,279,1439
1399,ods.ecc_a929,721,1439
1400,ods.ecc_adr6,416,1439
1401,ods.ecc_adrc,165,1439
1402,ods.ecc_afko,260,1439
1403,ods.ecc_afpo,770,1439
1404,ods.ecc_aufk,28,1439
1405,ods.ecc_aufm,201,1439
1406,ods.ecc_ausp,215,1439
1407,ods.ecc_bkpf,440,1439
1408,ods.ecc_bseg,31,1439
1409,ods.ecc_cabn,274,1439
1410,ods.ecc_cepc,366,1439
1411,ods.ecc_cepct,633,1439
1412,ods.ecc_ckmlcr,571,1439
1413,ods.ecc_ckmlhd,769,1439
1414,ods.ecc_ckmlpp,380,1439
1415,ods.ecc_csks,36,1439
1416,ods.ecc_cskt,308,1439
1417,ods.ecc_dd03l,383,1439
1418,ods.ecc_dd07t,378,1439
1419,ods.ecc_ekbe,424,1439
1420,ods.ecc_eket,325,1439
1421,ods.ecc_ekkn,501,1439
1422,ods.ecc_ekko,645,1439
1423,ods.ecc_ekpa,193,1439
1424,ods.ecc_ekpo,767,1439
1425,ods.ecc_fdm_dcobj,471,1439
1426,ods.ecc_glpca,211,1439
1427,ods.ecc_glpct,426,1439
1428,ods.ecc_ibin,78,1439
1429,ods.ecc_ibinvalues,780,1439
1430,ods.ecc_ibsymbol,637,1439
1431,ods.ecc_jcds,659,1439
1432,ods.ecc_jest,249,1439
1433,ods.ecc_jsto,530,1439
1434,ods.ecc_kdst,54,1439
1435,ods.ecc_kna1,320,1439
1436,ods.ecc_knb5,47,1439
1437,ods.ecc_knvv,263,1439
1438,ods.ecc_konp,474,1439
1439,ods.ecc_konv,506,1439
1440,ods.ecc_lfa1,82,1439
1441,ods.ecc_lfb1,756,1439
1442,ods.ecc_likp,289,1439
1443,ods.ecc_lips,60,1439
1444,ods.ecc_lqua,147,1439
1445,ods.ecc_makt,698,1439
1446,ods.ecc_mara,643,1439
1447,ods.ecc_marc,527,1439
1448,ods.ecc_mard,565,1439
1449,ods.ecc_marm,495,1439
1450,ods.ecc_mast,778,1439
1451,ods.ecc_mbew,247,1439
1452,ods.ecc_mkol,111,1439
1453,ods.ecc_mkpf,675,1439
1454,ods.ecc_mseg,194,1439
1455,ods.ecc_mska,24,1439
1456,ods.ecc_msku,479,1439
1457,ods.ecc_mslb,735,1439
1458,ods.ecc_mvke,340,1439
1459,ods.ecc_resb,244,1439
1460,ods.ecc_rkwa,562,1439
1461,ods.ecc_s900,519,1439
1462,ods.ecc_s902,147,1439
1463,ods.ecc_scmg_t_case_attr,506,1439
1464,ods.ecc_setheader,273,1439
1465,ods.ecc_setleaf,327,1439
1466,ods.ecc_skat,249,1439
1467,ods.ecc_skb1,403,1439
1468,ods.ecc_stas,470,1439
1469,ods.ecc_stko,204,1439
1470,ods.ecc_stpo,661,1439
1471,ods.ecc_stxh,95,1439
1472,ods.ecc_t001,480,1439
1473,ods.ecc_t001l,762,1439
1474,ods.ecc_t001w,412,1439
1475,ods.ecc_t023,187,1439
1476,ods.ecc_t023t,619,1439
1477,ods.ecc_t042z,512,1439
1478,ods.ecc_t179,25,1439
1479,ods.ecc_t179t,73,1439
1480,ods.ecc_t685,23,1439
1481,ods.ecc_t685t,24,1439
1482,ods.ecc_tcurr,40,1439
1483,ods.ecc_tj30t,120,1439
1484,ods.ecc_ttxid,592,1439
1485,ods.ecc_ttxit,202,1439
1486,ods.ecc_tvagt,714,1439
1487,ods.ecc_tvfk,21,1439
1488,ods.ecc_tvkn,668,1439
1489,ods.ecc_tvrab,280,1439
1490,ods.ecc_tvro,732,1439
1491,ods.ecc_tvst,766,1439
1492,ods.ecc_tvstt,370,1439
1493,ods.ecc_vbak,87,1439
1494,ods.ecc_vbap,587,1439
1495,ods.ecc_vbep,510,1439
1496,ods.ecc_vbfa,149,1439
1497,ods.ecc_vbkd,497,1439
1498,ods.ecc_vbpa,270,1439
1499,ods.ecc_vbrk,37,1439
1500,ods.ecc_vbrp,161,1439
1501,ods.ecc_vbss,415,1439
1502,ods.ecc_vbuk,357,1439
1503,ods.ecc_vbup,737,1439
1504,ods.ecc_vekp,563,1439
1505,ods.ecc_vepo,160,1439
1506,ods.ecc_vttk,763,1439
1507,ods.ecc_zbw_rel_supl_vn,270,1439
1508,ods.ecc_zbwt_zppr0023,569,1439
1509,ods.ecc_zdates,771,1439
1510,ods.ecc_zdisc_bo,741,1439
1511,ods.ecc_zds_nec/finalebr_necpc,741,1439
1512,ods.ecc_zfi_pod_status,20,1439
1513,ods.ecc_zfico_ebrextend,307,1439
1514,ods.ecc_zficonfig,410,1439
1515,ods.ecc_zficr59,577,1439
1516,ods.ecc_zfit_ag003a,481,1439
1517,ods.ecc_zfit_agk03,711,1439
1518,ods.ecc_zfit_ap_freight,106,1439
1519,ods.ecc_zfit_bfico024_bw,405,1439
1520,ods.ecc_zfit_bw_revaccr,147,1439
1521,ods.ecc_zfit_daas,665,1439
1522,ods.ecc_zfit_discount,420,1439
1523,ods.ecc_zfit_ess,479,1439
1524,ods.ecc_zfit_ficr59,248,1439
1525,ods.ecc_zfit_lilo_aspost,759,1439
1526,ods.ecc_zfit_otpst_log,96,1439
1527,ods.ecc_zfit_rcm_bounded,225,1439
1528,ods.ecc_zfit_swamor_post,552,1439
1529,ods.ecc_zfit_swrbyip_so,293,1439
1530,ods.ecc_zglmulcarrier,577,1439
1531,ods.ecc_zglt_spl_doc,526,1439
1532,ods.ecc_zpht,759,1439
1533,ods.ecc_zppt_segment_001,34,1439
1534,ods.ecc_zrtrccm,492,1439
1535,ods.ecc_zsdconfig,277,1439
1536,ods.ecc_zsdt_billf,322,1439
1537,ods.ecc_zsdt_dates_eol,220,1439
1538,ods.ecc_zsdt_essmtm,705,1439
1539,ods.ecc_zsdt_lts_data,374,1439
1540,ods.ecc_zsdt_rbillf,375,1439
1541,ods.ecc_zsdt_salesorder,524,1439
1542,ods.ecc_zsdt_text_tab,75,1439
1543,ods.ecc_zsrvsupsl,76,1439
1544,ods.ecc_zstxl,519,1439
1545,ods.ecc_ztbill_war,235,1439
1546,ods.ecc_ztbillservice,381,1439
1547,ods.ecc_ztbwtiebilling,108,1439
1548,ods.ecc_ztmm_mmratt,58,1439
1549,ods.ecc_ztoemorditem,111,1439
1550,ods.ecc_ztofdesadvit,346,1439
1551,ods.ecc_ztrkload,63,1439
1552,ods.ecc_ztsde007a,190,1439
1553,ods.ecc_ztsde007c,7,1439
1554,ods.ecc_ztvbapapp,359,1439
1555,ods.elois_dpc_feature,97,1439
1556,ods.elois_dpc_feature_attrvalue,92,1439
1557,ods.elois_dpc_feature_attrvalue_new,359,1439
1558,ods.elois_dpc_feature_description,248,1439
1559,ods.elois_dpc_feature_description_new,665,1439
1560,ods.elois_dpc_feature_new,527,1439
1561,ods.elois_dpc_lfo,114,1439
1562,ods.elois_dpc_lfo_attrvalue,134,1439
1563,ods.elois_dpc_lfo_attrvalue_new,475,1439
1564,ods.elois_dpc_lfo_country_mapping,147,1439
1565,ods.elois_dpc_lfo_country_mapping_new,791,1439
1566,ods.elois_dpc_lfo_description,487,1439
1567,ods.elois_dpc_lfo_description_new,754,1439
1568,ods.elois_dpc_lfo_feature_mapping,182,1439
1569,ods.elois_dpc_lfo_feature_mapping_new,5,1439
1570,ods.elois_dpc_lfo_new,561,1439
1571,ods.epack_vtbigtable,227,1439
1572,ods.ex_sy_cost_credit_backlog,165,1439
1573,ods.fact_ms_d365_opportunities_dcg_ww,311,1439
1574,ods.fis_fis_orderitems,452,1439
1575,ods.fis_fis_orders_r,255,1439
1576,ods.fis_fis_orders_t,417,1439
1577,ods.fis_ovp_order_information,734,1439
1578,ods.flex_by_prod_demandchannel,482,1439
1579,ods.flex_prc_bms_con_retail_mapping,376,1439
1580,ods.flex_t_map_alliance_manual_data_idl,696,1439
1581,ods.flex_t_map_alliance_product_group_idl,289,1439
1582,ods.flex_t_map_alliance_target_idl,377,1439
1583,ods.flex_vw_opslc_operation_dcg,264,1439
1584,ods.flex_wh_shipext_by,22,1439
1585,ods.flex_x86_qtd_load_query,279,1439
1586,ods.flexbms_v_bms_ww_channel_inv_detail_full,252,1439
1587,ods.fr_5s_bu_tree_mapping,182,1439
1588,ods.fr_isg_load_ww_dashboard,750,1439
1589,ods.fr_t_0101_smb_bp_list,499,1439
1590,ods.fr_t_0102_bu_prf_mapping_new,604,1439
1591,ods.fr_t_1001_con_inv,758,1439
1592,ods.fr_t_1001_con_sti,549,1439
1593,ods.fr_t_1001_order_sci_d_detail,605,1439
1594,ods.fr_t_1001_order_sci_d_detail_smb_his,189,1439
1595,ods.fr_t_1001_smb_inv,106,1439
1596,ods.fr_t_1001_smb_sti,326,1439
1597,ods.fr_t_1002_prc_pushout_con_detail,173,1439
1598,ods.fr_t_1002_prc_pushout_detail,761,1439
1599,ods.fr_t_smb_inv_adj_idl,306,1439
1600,ods.fr_t_smb_sti_adj_idl,657,1439
1601,ods.fr_t_transfer_order_detail,728,1439
1602,ods.fr_t_transfer_order_detail_con,604,1439
1603,ods.fr_t_transfer_order_detail_smb,755,1439
1604,ods.fr_v_codata_order_detail,182,1439
1605,ods.goanywhere_jy_psd_report,61,1439
1606,ods.idc_ap_pcd_tracker_pc_model_channel_hist,735,1439
1607,ods.idc_ap_pcd_tracker_pc_model_segment_hist,336,1439
1608,ods.idc_cn_pc_tracker_sales_out_addons_hist,643,1439
1609,ods.idc_cn_pc_tracker_sales_out_addons_province_model_hist,67,1439
1610,ods.idc_cn_pc_tracker_sales_out_hist,622,1439
1611,ods.idc_us_pc_tracker_public_sector_hist,647,1439
1612,ods.idc_ww_infa_tracker_ess_fcst,631,1439
1613,ods.idc_ww_infa_tracker_ess_org_hist,437,1439
1614,ods.idc_ww_infa_tracker_ess_product_category_hist,519,1439
1615,ods.idc_ww_infra_tracker_buyer_cloud_deploy_fcst,780,1439
1616,ods.idc_ww_infra_tracker_buyer_cloud_deploy_hist,218,1439
1617,ods.idc_ww_pc_monitor_tracker_prelim_hist,216,1439
1618,ods.idc_ww_pc_tracker_channel_fcst,214,1439
1619,ods.idc_ww_pc_tracker_os_version_hist,719,1439
1620,ods.idc_ww_pc_tracker_segment_fcst,532,1439
1621,ods.idc_ww_pcd_tracker_channel_hist,135,1439
1622,ods.idc_ww_pcd_tracker_prelim_hist,755,1439
1623,ods.idc_ww_pcd_tracker_segment_hist,183,1439
1624,ods.idc_ww_pcd_tracker_workstation_application_hist,350,1439
1625,ods.idc_ww_pcd_tracker_workstation_channel_hist,574,1439
1626,ods.idc_ww_pcd_tracker_workstation_model_hist,366,1439
1627,ods.idc_ww_pcd_tracker_workstation_os_hist,401,1439
1628,ods.idc_ww_pcd_tracker_workstation_segment_hist,541,1439
1629,ods.idc_ww_phone_tracker_channel_hist,169,1439
1630,ods.idc_ww_phone_tracker_prelim_hist,231,1439
1631,ods.idc_ww_phone_tracker_segment_hist,26,1439
1632,ods.idc_ww_tablet_tracker_channel_hist,256,1439
1633,ods.idc_ww_tablet_tracker_segment_hist,511,1439
1634,ods.ips_planning_isg_build_plan,147,1439
1635,ods.itac_ds,478,1439
1636,ods.itac_failure_info,382,1439
1637,ods.itac_idu_order_info,179,1439
1638,ods.itac_idu_recipes_data,791,1439
1639,ods.itac_idu_workplan_management,282,1439
1640,ods.itac_idu_workplan_management_mapped_partn,624,1439
1641,ods.itac_label_management,724,1439
1642,ods.itac_label_management_mapping,247,1439
1643,ods.itac_material,305,1439
1644,ods.itac_material_attributes,322,1439
1645,ods.itac_material_op_t,334,1439
1646,ods.itac_material_qhold,779,1439
1647,ods.itac_material_trace,335,1439
1648,ods.itac_merge_part_bd,531,1439
1649,ods.itac_mosboms_location,421,1439
1650,ods.itac_mosdata,523,1439
1651,ods.itac_mossn,215,1439
1652,ods.itac_mostatus,576,1439
1653,ods.itac_mounted_units,518,1439
1654,ods.itac_mty_order_info,663,1439
1655,ods.itac_mty_recipes_data,704,1439
1656,ods.itac_mty_workplan_management,794,1439
1657,ods.itac_re_route,538,1439
1658,ods.itac_secure_scan,511,1439
1659,ods.itac_swaplist,58,1439
1660,ods.itac_te_op_mapping,95,1439
1661,ods.itac_ullo_order_info,244,1439
1662,ods.itac_ullo_recipes_data,736,1439
1663,ods.itac_ullo_workplan_management,230,1439
1664,ods.itac_uwip,755,1439
1665,ods.itac_uwip_history,67,1439
1666,ods.itac_uwip_part_change,449,1439
1667,ods.itac_uwip_part_replace,790,1439
1668,ods.itac_uwip_stp_data,696,1439
1669,ods.itac_uwip_tracking,129,1439
1670,ods.itac_workplans_worksteps,70,1439
1671,ods.itac_workplansdata,708,1439
1672,ods.itac_worksteps_attributes,631,1439
1673,ods.jd_jd_sellout_data,135,1439
1674,ods.kingdee_huishang_customer,700,1439
1675,ods.kingdee_huishang_product,239,1439
1676,ods.kingdee_huishang_sales_department,114,1439
1677,ods.kingdee_huishang_transaction,10,1439
1678,ods.kingdee_huishang_transaction_item,220,1439
1679,ods.lbp_partnerfunctions,174,1439
1680,ods.lbp_quotation,582,1439
1681,ods.lbp_quoteReferences,142,1439
1682,ods.lbp_quoteactivestatuses,108,1439
1683,ods.lbp_quoteline,370,1439
1684,ods.lbp_quoterule,58,1439
1685,ods.lcmp_contract,92,1439
1686,ods.lcmp_contract_partner,363,1439
1687,ods.lecoo_ms_salesdata_detail_final_udl,495,1439
1688,ods.lecoo_prc_bms_ludp_lecoo_ms_inventory_idl,468,1439
1689,ods.lenovoportal_main,6,1439
1690,ods.lenovoportal_main_belonging,621,1439
1691,ods.lfsa_address,167,1439
1692,ods.lfsa_address_row,460,1439
1693,ods.lfsa_contract_customized_header,338,1439
1694,ods.lfsa_contract_customized_item,422,1439
1695,ods.lfsa_contract_header,683,1439
1696,ods.lfsa_contract_item,163,1439
1697,ods.lfsa_contract_order_mapping_header,14,1439
1698,ods.lfsa_contract_order_mapping_item,503,1439
1699,ods.lfsa_contract_orgman,551,1439
1700,ods.lfsa_contract_partner_header,258,1439
1701,ods.lfsa_contract_pricing,160,1439
1702,ods.lfsa_partner_address,55,1439
1703,ods.lfsa_partner_address_row,550,1439
1704,ods.lfsa_partner_general_prc,531,1439
1705,ods.lfsa_partner_general_row,269,1439
1706,ods.lfsa_partner_identification_prc,511,1439
1707,ods.lfsa_partner_identification_row,104,1439
1708,ods.lfsa_partner_mapping_prc,276,1439
1709,ods.lfsa_partner_mapping_row,511,1439
1710,ods.lfsa_partner_prod_agree,658,1439
1711,ods.lgap_ledger_posting,416,1439
1712,ods.licrm_but000,87,1439
1713,ods.licrm_but0id,171,1439
1714,ods.licrm_cmsd_lo_price,678,1439
1715,ods.licrm_cmsd_lo_prodt,237,1439
1716,ods.licrm_cmsd_lo_quant,732,1439
1717,ods.licrm_cmsd_rtcm,503,1439
1718,ods.licrm_crmm_but_frg0041,338,1439
1719,ods.licrm_dd03l,405,1439
1720,ods.licrm_hrp1000,158,1439
1721,ods.llsc_p_document_flow,331,1439
1722,ods.llsc_p_document_flow_prc,505,1439
1723,ods.lms_a_city,595,1439
1724,ods.lms_a_country,250,1439
1725,ods.lms_a_county,743,1439
1726,ods.lms_a_customerbelongto,287,1439
1727,ods.lms_a_economytype,686,1439
1728,ods.lms_a_findway,396,1439
1729,ods.lms_a_importantlevel,89,1439
1730,ods.lms_a_industry1,582,1439
1731,ods.lms_a_industry2,225,1439
1732,ods.lms_a_region,169,1439
1733,ods.lms_a_regionl,541,1439
1734,ods.lms_agent,159,1439
1735,ods.lms_agentrdcinfo,656,1439
1736,ods.lms_attachmentinfo,292,1439
1737,ods.lms_basicallowproductgroup,720,1439
1738,ods.lms_bobasicinfo,67,1439
1739,ods.lms_bocustomerinfo,546,1439
1740,ods.lms_bois_productimage,585,1439
1741,ods.lms_bomtype,468,1439
1742,ods.lms_bop,729,1439
1743,ods.lms_boppreparationsteps,469,1439
1744,ods.lms_boppreparationstepsproduct,22,1439
1745,ods.lms_bopproductinfo,590,1439
1746,ods.lms_boproductconfigdesc,355,1439
1747,ods.lms_boproductext,581,1439
1748,ods.lms_boproductinfo,533,1439
1749,ods.lms_boprojectagents,604,1439
1750,ods.lms_boprojectapproveinfo,754,1439
1751,ods.lms_boprojectapproveinfov2,68,1439
1752,ods.lms_boprojectcategory,31,1439
1753,ods.lms_boprojectinfo,538,1439
1754,ods.lms_boprojectquotation,197,1439
1755,ods.lms_boprojectresultfeedback,425,1439
1756,ods.lms_boprojectresultfeedbakcproductinfo,797,1439
1757,ods.lms_boprojectsolution,407,1439
1758,ods.lms_boprojectstatesinfo,64,1439
1759,ods.lms_boprojectsummaryinfo,518,1439
1760,ods.lms_bosolutioninstanceinfo,122,1439
1761,ods.lms_bosolutionproductref,789,1439
1762,ods.lms_bospecialbomproductapply,700,1439
1763,ods.lms_bospecialbomproductinfo,665,1439
1764,ods.lms_botrackmemoinfo,671,1439
1765,ods.lms_botrademanagerinfo,96,1439
1766,ods.lms_cbinfo,130,1439
1767,ods.lms_cbinfosales,323,1439
1768,ods.lms_ccinfo,361,1439
1769,ods.lms_ccinfoarea,204,1439
1770,ods.lms_ccinfocategory,373,1439
1771,ods.lms_ccinfocover,417,1439
1772,ods.lms_ccinfomarket,198,1439
1773,ods.lms_ccinfoquality,119,1439
1774,ods.lms_ccinfoscorecard,134,1439
1775,ods.lms_cdbregion,230,1439
1776,ods.lms_cdinfo,770,1439
1777,ods.lms_cdinfofiledmapping,276,1439
1778,ods.lms_cdinforel,153,1439
1779,ods.lms_city,642,1439
1780,ods.lms_clientorder,8,1439
1781,ods.lms_clientorderitems,400,1439
1782,ods.lms_configurablebom,793,1439
1783,ods.lms_contract,573,1439
1784,ods.lms_contractapplicationapproval,436,1439
1785,ods.lms_contractproduct,2,1439
1786,ods.lms_contractsale,559,1439
1787,ods.lms_contractsummaryinfo,256,1439
1788,ods.lms_customerattributes,61,1439
1789,ods.lms_customerbasic,340,1439
1790,ods.lms_customerprofile,259,1439
1791,ods.lms_customerrad,50,1439
1792,ods.lms_cv_customervisitdetail,75,1439
1793,ods.lms_cv_customervisitor,411,1439
1794,ods.lms_dcg_jv_material,500,1439
1795,ods.lms_dcg_segment_product,599,1439
1796,ods.lms_dic_isindustry,226,1439
1797,ods.lms_dic_lmsmainframe,21,1439
1798,ods.lms_dimensionproperty,624,1439
1799,ods.lms_directorder,337,1439
1800,ods.lms_directorderitems,713,1439
1801,ods.lms_directordershiptoparty,541,1439
1802,ods.lms_directordersoldtoparty,403,1439
1803,ods.lms_duplicatesonumbers,577,1439
1804,ods.lms_edi_order,48,1439
1805,ods.lms_edi_orderitem,14,1439
1806,ods.lms_edi_orderpackage,202,1439
1807,ods.lms_edi_ordersendinvoiceinfo,270,1439
1808,ods.lms_edi_ordershiptoparty,54,1439
1809,ods.lms_edi_ordersubitem,624,1439
1810,ods.lms_eloishistory,78,1439
1811,ods.lms_employee,620,1439
1812,ods.lms_industryext,354,1439
1813,ods.lms_lenovoday,273,1439
1814,ods.lms_lms_a_ordergz,557,1439
1815,ods.lms_lms_bw_zloisbc,513,1439
1816,ods.lms_order,572,1439
1817,ods.lms_orderapply,90,1439
1818,ods.lms_orderapplyapproval,394,1439
1819,ods.lms_ordercause,680,1439
1820,ods.lms_orderitems,262,1439
1821,ods.lms_orderpackage,303,1439
1822,ods.lms_orderpackageitems,278,1439
1823,ods.lms_ordershiptoparty,289,1439
1824,ods.lms_ordersoldtoparty,90,1439
1825,ods.lms_preparationrecord,125,1439
1826,ods.lms_preparationrecordpart,287,1439
1827,ods.lms_preparationrecordproduct,38,1439
1828,ods.lms_priceapprovecode,757,1439
1829,ods.lms_productdescription,253,1439
1830,ods.lms_productextendvalue,291,1439
1831,ods.lms_productgroupext,523,1439
1832,ods.lms_producthierarchy,701,1439
1833,ods.lms_projectextendvalue,100,1439
1834,ods.lms_province,404,1439
1835,ods.lms_purchasecause,444,1439
1836,ods.lms_remarktable,676,1439
1837,ods.lms_salefunnel,393,1439
1838,ods.lms_siinfo,463,1439
1839,ods.lms_standardbom,479,1439
1840,ods.lms_t_dic_cloudtype,463,1439
1841,ods.lms_t_dic_cloudtypet9,219,1439
1842,ods.lms_t_item_procurementcycle,728,1439
1843,ods.lms_ucbasicinfo,600,1439
1844,ods.lms_uccustomerinfo,72,1439
1845,ods.lms_ucprincipleep,221,1439
1846,ods.lms_ucproductextendvalue,121,1439
1847,ods.lms_ucproductinfo,593,1439
1848,ods.lms_ucprojectextendvalue,2,1439
1849,ods.lms_updatecdbid,764,1439
1850,ods.lms_vapandboinfo,559,1439
1851,ods.lms_x86_agentlevelratepoint,602,1439
1852,ods.lms_x86_boapproveinfo,694,1439
1853,ods.lms_x86_boprojectinfoextend,458,1439
1854,ods.lms_x86_bospecialinfo,642,1439
1855,ods.lms_x86_cbgroupdefine,286,1439
1856,ods.lms_x86_clientorderitems,618,1439
1857,ods.lms_x86_configurablebom,322,1439
1858,ods.lms_x86_orderedproject,87,1439
1859,ods.lms_x86_orderitems,28,1439
1860,ods.lms_x86_otherratepointinfo,407,1439
1861,ods.lms_x86_subboproductinfo,377,1439
1862,ods.lms_x86_t2spagentinfo,357,1439
1863,ods.lms_xt_lead_approval_info,796,1439
1864,ods.lms_xt_lead_bid_mapping,490,1439
1865,ods.lms_xt_lead_enum_mapping,661,1439
1866,ods.lms_xt_lead_info,137,1439
1867,ods.lpc_product_flag,340,1439
1868,ods.lpc_shikiri_code,543,1439
1869,ods.lph_account_additional,164,1439
1870,ods.lscrm_DD07T,529,1439
1871,ods.lscrm_but000,163,1439
1872,ods.lscrm_com_ta_manufac,30,1439
1873,ods.lscrm_comm_il_iobwty,795,1439
1874,ods.lscrm_comm_product,178,1439
1875,ods.lscrm_comm_prshtext,179,1439
1876,ods.lscrm_crm_jest,214,1439
1877,ods.lscrm_crm_jsto,115,1439
1878,ods.lscrm_crmd_activity_h,285,1439
1879,ods.lscrm_crmd_brelvonae,85,1439
1880,ods.lscrm_crmd_cumulat_h,196,1439
1881,ods.lscrm_crmd_customer_h,65,1439
1882,ods.lscrm_crmd_customer_i,663,1439
1883,ods.lscrm_crmd_link,269,1439
1884,ods.lscrm_crmd_order_index,368,1439
1885,ods.lscrm_crmd_orderadm_h,13,1439
1886,ods.lscrm_crmd_orderadm_i,265,1439
1887,ods.lscrm_crmd_orgman,586,1439
1888,ods.lscrm_crmd_partner,328,1439
1889,ods.lscrm_crmd_pricing,135,1439
1890,ods.lscrm_crmd_pricing_i,788,1439
1891,ods.lscrm_crmd_product_i,509,1439
1892,ods.lscrm_crmd_service_h,311,1439
1893,ods.lscrm_crmd_srv_req_h,569,1439
1894,ods.lscrm_crmm_prwty_srv,106,1439
1895,ods.lscrm_dd03l,468,1439
1896,ods.lscrm_scapptseg,163,1439
1897,ods.lscrm_zcom_ta_sales,787,1439
1898,ods.lscrm_zibp_sdf_svce,678,1439
1899,ods.lscrm_zibp_srv_set,410,1439
1900,ods.lscrm_zorderh_iris,469,1439
1901,ods.lsp_contract,658,1439
1902,ods.lsp_contractitems,618,1439
1903,ods.lsump_backlog_ca_prc,168,1439
1904,ods.ludp_ar_fi_business_scenarios_mapping_ods,300,1439
1905,ods.ludp_ar_fi_mbg_ts_customer_mapping_ods,278,1439
1906,ods.ludp_ar_fi_payers_basic_data_na_mapping_ods,523,1439
1907,ods.ludp_ar_fi_pdarate_mapping_new_ods,579,1439
1908,ods.ludp_ar_fi_s3_snapshot_dws,519,1439
1909,ods.ludp_bw_fi_zocbps04l_cdl_deduplication,199,1439
1910,ods.ludp_bw_sc_zoisoa90l_cdl,31,1439
1911,ods.ludp_cdl_product_bom_cto,785,1439
1912,ods.ludp_cdl_product_bom_mtm,316,1439
1913,ods.ludp_compcode_update_logic_mapping_ods,222,1439
1914,ods.ludp_daas_quote_contract_to_order_mapping_tb,490,1439
1915,ods.ludp_db_optimus_account_mapping,161,1439
1916,ods.ludp_dim_ms_globalaccountlist_tb,567,1439
1917,ods.ludp_emea_region_mapping_ods,631,1439
1918,ods.ludp_finance_dcg_bu_product_mapping_qa,55,1439
1919,ods.ludp_finance_dcg_series_product_mapping_qa,378,1439
1920,ods.ludp_finance_pcsd_playbook_fctot_case_mapping,537,1439
1921,ods.ludp_finance_pcsd_product_high_growth_ttl,616,1439
1922,ods.ludp_finance_pcsd_product_mapping,263,1439
1923,ods.ludp_finance_pcsd_product_mapping_ttl,59,1439
1924,ods.ludp_fr_ms_ccb_rel_d_orderinfo_udl,87,1439
1925,ods.ludp_fr_ms_prc_d_orderinfo_fyyear_udl,209,1439
1926,ods.ludp_ibase_service_warranty_cdl,769,1439
1927,ods.ludp_ibase_service_warranty_desc_cdl,655,1439
1928,ods.ludp_idl_r01_configure_act_new,741,1439
1929,ods.ludp_idl_service_bu_act,623,1439
1930,ods.ludp_idl_zitr_so_split_act,98,1439
1931,ods.ludp_mbg3s_backlog_tocdop_cdl,249,1439
1932,ods.ludp_mbg3s_prc_activation_magellan_cdl,175,1439
1933,ods.ludp_mbg3s_si_tocdop_cdl,733,1439
1934,ods.ludp_mbg3s_so_tocdop_cdl,67,1439
